Author,Title,Abstract
JEFFREY GEDDES,Stratosphere-troposphere separation of nitrogen dioxide columns from the TEMPO geostationary satellite instrument,"Separating the stratospheric and tropospheric contributions in satellite retrievals of atmospheric NO2 column abundance is a crucial step in the interpretation and application of the satellite observations. A variety of stratosphere–troposphere separation algorithms have been developed for sun-synchronous instruments in low Earth orbit (LEO) that benefit from global coverage, including broad clean regions with negligible tropospheric NO2 compared to stratospheric NO2. These global sun-synchronous algorithms need to be evaluated and refined for forthcoming geostationary instruments focused on continental regions, which lack this global context and require hourly estimates of the stratospheric column. Here we develop and assess a spatial filtering algorithm for the upcoming TEMPO geostationary instrument that will target North America. Developments include using independent satellite observations to identify likely locations of tropospheric enhancements, using independent LEO observations for spatial context, consideration of diurnally varying partial fields of regard, and a filter based on stratospheric to tropospheric air mass factor ratios. We test the algorithm with LEO observations from the OMI instrument with an afternoon overpass, and from the GOME-2 instrument with a morning overpass. We compare our TEMPO field of regard algorithm against an identical global algorithm to investigate the penalty resulting from the limited spatial coverage in geostationary orbit, and find excellent agreement in the estimated mean daily tropospheric NO2 column densities (R2=0.999, slope=1.009 for July and R2=0.998, slope=0.999 for January). The algorithm performs well even when only small parts of the continent are observed by TEMPO. The algorithm is challenged the most by east coast morning retrievals in the wintertime (e.g., R2=0.995, slope=1.038 at 14:00 UTC). We find independent global LEO observations (corrected for time of day) provide important context near the field-of-regard edges. We also test the performance of the TEMPO algorithm without these supporting global observations. Most of the continent is unaffected (R2=0.924 and slope=0.973 for July and R2=0.996 and slope=1.008 for January), with 90 % of the pixels having differences of less than ±0.2×1015 molecules cm−2 between the TEMPO tropospheric NO2 column density and the global algorithm. For near-real-time retrieval, even a climatological estimate of the stratospheric NO2 surrounding the field of regard would improve this agreement. In general, the additional penalty of a limited field of regard from TEMPO introduces no more error than normally expected in most global stratosphere–troposphere separation algorithms. Overall, we conclude that hourly near-real-time stratosphere–troposphere separation for the retrieval of NO2 tropospheric column densities by the TEMPO geostationary instrument is both feasible and robust, regardless of the diurnally varying limited field of regard."
JEFFREY GEDDES,Size-resolved aerosol fluxes above a temperate broadleaf forest,"Aerosol fluxes were measured by eddy-correlation for 8 weeks of the summer and fall of 2011 above a temperate broadleaf forest in central Ontario, Canada. These size-resolved measurements apply to particles with optical diameters between 50 and 500 nm and are the first ones reported above a temperate deciduous forest. The particle spectrometer was located on top of the flux tower in order to reduce signal dampening in the tube and thus maximize measurement efficiency. The 8-week data set extends into autumn, capturing leaf senescence and loss, offering a rare opportunity to investigate the influence of leaf area index on particle transfer. A distinct pattern of emission and deposition that depends on the particle size is highlighted: while the smallest particles (dp < 100 nm) are preferentially emitted (55% of the time), the largest particles (dp > 100 nm) are preferentially deposited (62% of the time). For the size bins with detection efficiency above 50% (68–292 nm), the median transfer velocity for each bin varies between +1.34 and −2.69 mm s−1 and is equal to −0.21 mm s−1 for the total particle count. The occurrence of the upward fluxes shows a marked diurnal pattern. Possible explanations for these upward fluxes are proposed. The measurements, and their comparison with an existing model, highlight some of the key drivers of the particle transfer onto a broadleaf forest: particle size, friction velocity, leaf area index and atmospheric stability."
JEFFREY GEDDES,Coupling between surface ozone and leaf area index in a chemical transport model: strength of feedback and implications for ozone air quality and vegetation health,"Tropospheric ozone is an air pollutant that substantially harms vegetation and is also strongly dependent on various vegetation-mediated processes. The interdependence between ozone and vegetation may constitute feedback mechanisms that can alter ozone concentration itself but have not been considered in most studies to date. In this study we examine the importance of dynamic coupling between surface ozone and leaf area index (LAI) in shaping ozone air quality and vegetation. We first implement an empirical scheme for ozone damage on vegetation in the Community Land Model (CLM) and simulate the steady-state responses of LAI to long-term exposure to a range of prescribed ozone levels (from 0 to 100 ppb). We find that most plant functional types suffer a substantial decline in LAI as ozone level increases. Based on the CLM-simulated results, we develop and implement in the GEOS-Chem chemical transport model a parameterization that computes fractional changes in monthly LAI as a function of local mean ozone levels. By forcing LAI to respond to ozone concentrations on a monthly timescale, the model simulates ozone–LAI coupling dynamically via biogeochemical processes including biogenic volatile organic compound (VOC) emissions and dry deposition, without the complication from meteorological changes. We find that ozone-induced damage on LAI can lead to changes in ozone concentrations by −1.8 to +3 ppb in boreal summer, with a corresponding ozone feedback factor of −0.1 to +0.6 that represents an overall self-amplifying effect from ozone–LAI coupling. Substantially higher simulated ozone due to strong positive feedbacks is found in most tropical forests, mainly due to the ozone-induced reductions in LAI and dry deposition velocity, whereas reduced isoprene emission plays a lesser role in these low-NOx environments. In high-NOx regions such as the eastern US, Europe, and China, however, the feedback effect is much weaker and even negative in some regions, reflecting the compensating effects of reduced dry deposition and reduced isoprene emission (which reduces ozone in high-NOx environments). In remote, low-LAI regions, including most of the Southern Hemisphere, the ozone feedback is generally slightly negative due to the reduced transport of NOx–VOC reaction products that serve as NOx reservoirs. This study represents the first step to accounting for dynamic ozone–vegetation coupling in a chemical transport model with ramifications for a more realistic joint assessment of ozone air quality and ecosystem health."
JEFFREY GEDDES,Contemporary land use and land cover change impacts on global air quality,"Our work explores the impact of two important dimensions of land system changes, land use and land cover change (LULCC) and direct agricultural reactive nitrogen (Nr) emissions from soils, on ozone (O3) and fine particulate matter (PM2.5) air quality over contemporary (1992 to 2014) time scales. We account for LULCC and agricultural Nr emissions changes with consistent remote sensing products and new global emission inventories, respectively, estimating their impacts on global surface O3 and PM2.5 concentrations and Nr deposition using the GEOS-Chem global chemical transport model. This repository contains the GEOS-Chem configuration files for each of our five simulations, in order to be able to reproduce identical simulation experiments."
JEFFREY GEDDES,"Non-stomatal pathways in ozone deposition, Wong et al. (Submitted 2021)","Dry deposition is one of the driving factors behind ozone-meteorology relationships. We examine the response of ozone deposition to heat and dry anomalies using three long-term co-located ecosystem-scale carbon dioxide, water vapor and ozone flux measurement records. We find that, as expected, canopy stomatal conductance generally decreases during days with dry air or soil. However, during hot days, concurrent increases in non-stomatal conductance are inferred at all three sites, which may be related to several temperature-sensitive processes not represented in the current generation of big-leaf models. This may offset the reduction in stomatal conductance, leading to smaller net reduction, or even net increase, in total deposition velocity. We find the response of deposition velocity to soil dryness may be related to its impact on photosynthetic activity, though considerable variability exists. Our findings emphasize the need for better understanding and representation of non-stomatal ozone deposition processes."
JEFFREY GEDDES,"Ozone and nitrogen dioxide pollution in a coastal urban environment: the role of sea breezes, and implications of their representation for remote sensing of local air quality","We present an analysis of sea breeze conditions for the Boston region and examine their impact on the concentration of local air pollutants over the past decade. Sea breezes occur about one-third of the days during the summer and play an important role in the spatial distribution and temporal evolution of NO2 and O3 across the urban area. Mornings preceding a sea breeze are characterized by low horizontal wind speeds, low background O3, and an accumulation of local primary emissions. Air pollution is recirculated inland during sea breezes, frequently coinciding with the highest O3 measured at the urban center. We use ""Ox"" (= NO2 + O3) to account for temporary O3 suppression by NO and find large horizontal gradients (differences in Ox greater than 30 ppb across less than 15 km), which are not observed on otherwise westerly or easterly prevailing days. This implies a challenge in surface monitoring networks to adequately represent the spatial variability of secondary air pollution in coastal urban areas. We investigate satellite-based climatologies of tropospheric NO2, and find evidence of selection biases due to cloud conditions, but show that sea breeze days are well observed due to the fair weather conditions generally associated with these events. The fine scale of the sea breeze in Boston is not reliably represented by meteorological reanalyses products commonly used in chemical transport models required to provide inputs for the satellite-based retrievals. This implies a higher systematic error in the operational retrievals on sea breeze days compared to other days."
JEFFREY GEDDES,New insights into the role of atmospheric transport and mixing on column and surface concentrations of NO2 at a coastal urban site,"We use a multi-year record of Pandora-derived NO2 total column abundance in Boston to examine the influence of atmospheric transport on column NO2 and its surface concentrations during the warm season in a coastal urban environment. We derive tropospheric NO2 estimates from the total column with a measurement-model fusion approach using near-real-time estimates of stratospheric NO2 from NASA’s GEOS-CF model system and find the average influence of stratospheric NO2 at this urban site can be 30-70% depending on season and time of day. Sea breeze days tend to exhibit rapid temporal variability in the column that which can go in the opposite direction of changes in surface NO2 concentrations. By comparing tropospheric NO2 with surface concentrations, we constrain the role of boundary layer entrainment processes in the evolution of surface NO2 concentrations, while highlighting the value of column measurements in identifying sea breeze frontal dynamics. We estimate an apparent equal mixing layer height of NO2 and infer that surface NOx emissions remain concentrated near the surface regardless of atmospheric stability regime. When comparing the Pandora- to TROPOMI-derived column NO2 measurements, we find that sea breeze days present a unique challenge likely due to higher spatial heterogeneity in NO2 and the meteorology involved that is not well represented in operational retrieval inputs. Our observations provide new insights into column and surface variability of NO2 which will be relevant to interpreting geostationary observations, especially in coastal urban locations."
JEFFREY GEDDES,Changes in the relative importance of biogenic isoprene and Soil NOx emissions on ozone concentrations in nonattainment areas of the United States,"Reductions in anthropogenic emissions have drawn increasing attention to the role of the biosphere in O3 production chemistry in U.S. cities. We report the results of chemical transport model sensitivity simulations exploring the relative impacts of biogenic isoprene and soil nitrogen oxides (NOx) emissions on O3 and its temporal variability. We compare scenarios with high and low anthropogenic NOx emissions representing the reductions that have occurred in recent decades. As expected, summertime O3 concentrations become less sensitive to perturbations in biogenic isoprene emissions as anthropogenic NOx emissions decline. However, we demonstrate for the first time that across policy relevant O3 nonattainment areas of the United States, O3 becomes more sensitive to perturbations in soil NOx emissions than to identical perturbations in isoprene emissions. We show that interannual variability in soil NOx emissions may now have larger impacts on interannual O3 variability than isoprene emissions in many areas where the latter would have dominated in the recent past."
JEFFREY GEDDES,Isoprene and soil NOx impacts on nonattainment ozone from GEOS-CHem,"Ozone (O3) is a criteria air pollutant that continues to pose a threat to more than one hundred million Americans each year, despite progress in regulating precursor emissions. In many O3-polluted areas, the role of natural emissions of isoprene in the production of ground-level O3 has been well recognized, but this chemistry depends strongly on local anthropogenic emissions which have been changing rapidly. We use an updated estimate of anthropogenic emissions to demonstrate that many areas that remain in nonattainment of the federally mandated O3 standard are now much less sensitive to natural isoprene emissions, with biogenic nitrogen oxide emissions from soils becoming more and more important. The role of these soil emissions on O3 in nonattainment areas has not been well characterized, but, as we show in our companion article in JGR-Atmospheres, this will become increasingly necessary for good O3 policy in nonattainment areas."
JEFFREY GEDDES,Dataset for: New Insights into the Role of Atmospheric Transport and Mixing on Column and Surface Concentrations of NO2 at a Coastal Urban Site,"This entry contains the raw nitrogen dioxide column abundance collected from Pandora direct sun spectrometer measurements at Boston University described in the publication: ""New Insights into the Role of Atmospheric Transport and Mixing on Column and Surface Concentrations of NO2 at a Coastal Urban Site"", published in the Journal of Geophysical Research: Atmospheres (https://doi.org/10.1029/2022JD038237)."
JEFFREY GEDDES,Relationships between changes in urban characteristics and air quality in East Asia from 2000 to 2010,"Characteristics of urban areas, such as density and compactness, are associated with local air pollution concentrations. The potential for altering air pollution through changing urban characteristics, however, is less certain, especially for expanding cities within the developing world. We examined changes in urban characteristics from 2000 to 2010 for 830 cities in East Asia to evaluate associations with changes in nitrogen dioxide (NO2) and fine particulate matter (PM2.5) air pollution. Urban areas were stratified by population size into small (100 000-250 000), medium, (250 000-1 000 000), and large (>1 000 000). Multivariate regression models including urban baseline characteristics, meteorological variables, and change in urban characteristics explained 37%, 49%, and 54% of the change in NO2 and 29%, 34%, and 37% of the change in PM2.5 for small, medium and large cities, respectively. Change in lights at night strongly predicted change in NO2 and PM2.5, while urban area expansion was strongly associated with NO2 but not PM2.5. Important differences between changes in urban characteristics and pollutant levels were observed by city size, especially NO2. Overall, changes in urban characteristics had a greater impact on NO2 and PM2.5 change than baseline characteristics, suggesting urban design and land use policies can have substantial impacts on local air pollution levels."
JEFFREY GEDDES,"Improving estimates of sulfur, nitrogen, and ozone total deposition through multi-model and measurement-model fusion approaches","Earth system and environmental impact studies need high quality and up-to-date estimates of atmospheric deposition. This study demonstrates the methodological benefits of multimodel ensemble and measurement-model fusion mapping approaches for atmospheric deposition focusing on 2010, a year for which several studies were conducted. Global model-only deposition assessment can be further improved by integrating new model-measurement techniques, including expanded capabilities of satellite observations of atmospheric composition. We identify research and implementation priorities for timely estimates of deposition globally as implemented by the World Meteorological Organization."
MARY YANG,Genetic Analysis Workshop 15: Gene Expression Analysis and Approaches to Detecting Multiple Functional Loci,
MARY YANG,Scintillation light detection in the 6-m drift-length ProtoDUNE Dual Phase liquid argon TPC,"DUNE is a dual-site experiment for long-baseline neutrino oscillation studies, neutrino astrophysics and nucleon decay searches. ProtoDUNE Dual Phase (DP) is a 6  ×  6  ×  6 m 3 liquid argon time-projection-chamber (LArTPC) that recorded cosmic-muon data at the CERN Neutrino Platform in 2019-2020 as a prototype of the DUNE Far Detector. Charged particles propagating through the LArTPC produce ionization and scintillation light. The scintillation light signal in these detectors can provide the trigger for non-beam events. In addition, it adds precise timing capabilities and improves the calorimetry measurements. In ProtoDUNE-DP, scintillation and electroluminescence light produced by cosmic muons in the LArTPC is collected by photomultiplier tubes placed up to 7 m away from the ionizing track. In this paper, the ProtoDUNE-DP photon detection system performance is evaluated with a particular focus on the different wavelength shifters, such as PEN and TPB, and the use of Xe-doped LAr, considering its future use in giant LArTPCs. The scintillation light production and propagation processes are analyzed and a comparison of simulation to data is performed, improving understanding of the liquid argon properties."
ADRIANA TOMIC,CD4+ and CD8+ T cells and antibodies are associated with protection against Delta vaccine breakthrough infection: a nested case-control study within the PITCH study,"Defining correlates of protection against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine breakthrough infection informs vaccine policy for booster doses and future vaccine designs. Existing studies demonstrate humoral correlates of protection, but the role of T cells in protection is still unclear. In this study, we explore antibody and T cell immune responses associated with protection against Delta variant vaccine breakthrough infection in a well-characterized cohort of UK Healthcare Workers (HCWs). We demonstrate evidence to support a role for CD4+ and CD8+ T cells as well as antibodies against Delta vaccine breakthrough infection. In addition, our results suggest a potential role for cross-reactive T cells in vaccine breakthrough."
ADRIANA TOMIC,Omicron infection following vaccination enhances a broad spectrum of immune responses dependent on infection history,"Pronounced immune escape by the SARS-CoV-2 Omicron variant has resulted in many individuals possessing hybrid immunity, generated through a combination of vaccination and infection. Concerns have been raised that omicron breakthrough infections in triple-vaccinated individuals result in poor induction of omicron-specific immunity, and that prior SARS-CoV-2 infection is associated with immune dampening. Taking a broad and comprehensive approach, we characterize mucosal and blood immunity to spike and non-spike antigens following BA.1/BA.2 infections in triple mRNA-vaccinated individuals, with and without prior SARS-CoV-2 infection. We find that most individuals increase BA.1/BA.2/BA.5-specific neutralizing antibodies following infection, but confirm that the magnitude of increase and post-omicron titres are higher in the infection-naive. In contrast, significant increases in nasal responses, including neutralizing activity against BA.5 spike, are seen regardless of infection history. Spike-specific T cells increase only in infection-naive vaccinees; however, post-omicron T cell responses are significantly higher in the previously-infected, who display a maximally induced response with a highly cytotoxic CD8+ phenotype following their 3rd mRNA vaccine dose. Responses to non-spike antigens increase significantly regardless of prior infection status. These findings suggest that hybrid immunity induced by omicron breakthrough infections is characterized by significant immune enhancement that can help protect against future omicron variants."
ROBERT PATTERSON,Scintillation light detection in the 6-m drift-length ProtoDUNE Dual Phase liquid argon TPC,"DUNE is a dual-site experiment for long-baseline neutrino oscillation studies, neutrino astrophysics and nucleon decay searches. ProtoDUNE Dual Phase (DP) is a 6  ×  6  ×  6 m 3 liquid argon time-projection-chamber (LArTPC) that recorded cosmic-muon data at the CERN Neutrino Platform in 2019-2020 as a prototype of the DUNE Far Detector. Charged particles propagating through the LArTPC produce ionization and scintillation light. The scintillation light signal in these detectors can provide the trigger for non-beam events. In addition, it adds precise timing capabilities and improves the calorimetry measurements. In ProtoDUNE-DP, scintillation and electroluminescence light produced by cosmic muons in the LArTPC is collected by photomultiplier tubes placed up to 7 m away from the ionizing track. In this paper, the ProtoDUNE-DP photon detection system performance is evaluated with a particular focus on the different wavelength shifters, such as PEN and TPB, and the use of Xe-doped LAr, considering its future use in giant LArTPCs. The scintillation light production and propagation processes are analyzed and a comparison of simulation to data is performed, improving understanding of the liquid argon properties."
ROBERT PATTERSON,Identification and reconstruction of low-energy electrons in the ProtoDUNE-SP detector,
ANNE FENG,First M87 Event Horizon Telescope results. III. Data processing and calibration,"We present the calibration and reduction of Event Horizon Telescope (EHT) 1.3 mm radio wavelength observations of the supermassive black hole candidate at the center of the radio galaxy M87 and the quasar 3C 279, taken during the 2017 April 5–11 observing campaign. These global very long baseline interferometric observations include for the first time the highly sensitive Atacama Large Millimeter/submillimeter Array (ALMA); reaching an angular resolution of 25 μas, with characteristic sensitivity limits of ~1 mJy on baselines to ALMA and ~10 mJy on other baselines. The observations present challenges for existing data processing tools, arising from the rapid atmospheric phase fluctuations, wide recording bandwidth, and highly heterogeneous array. In response, we developed three independent pipelines for phase calibration and fringe detection, each tailored to the specific needs of the EHT. The final data products include calibrated total intensity amplitude and phase information. They are validated through a series of quality assurance tests that show consistency across pipelines and set limits on baseline systematic errors of 2% in amplitude and 1° in phase. The M87 data reveal the presence of two nulls in correlated flux density at ~3.4 and ~8.3 Gλ and temporal evolution in closure quantities, indicating intrinsic variability of compact structure on a timescale of days, or several light-crossing times for a few billion solar-mass black hole. These measurements provide the first opportunity to image horizon-scale structure in M87."
ANNE FENG,First M87 Event Horizon Telescope results. V. Physical origin of the asymmetric ring,"The Event Horizon Telescope (EHT) has mapped the central compact radio source of the elliptical galaxy M87 at 1.3 mm with unprecedented angular resolution. Here we consider the physical implications of the asymmetric ring seen in the 2017 EHT data. To this end, we construct a large library of models based on general relativistic magnetohydrodynamic (GRMHD) simulations and synthetic images produced by general relativistic ray tracing. We compare the observed visibilities with this library and confirm that the asymmetric ring is consistent with earlier predictions of strong gravitational lensing of synchrotron emission from a hot plasma orbiting near the black hole event horizon. The ring radius and ring asymmetry depend on black hole mass and spin, respectively, and both are therefore expected to be stable when observed in future EHT campaigns. Overall, the observed image is consistent with expectations for the shadow of a spinning Kerr black hole as predicted by general relativity. If the black hole spin and M87's large scale jet are aligned, then the black hole spin vector is pointed away from Earth. Models in our library of non-spinning black holes are inconsistent with the observations as they do not produce sufficiently powerful jets. At the same time, in those models that produce a sufficiently powerful jet, the latter is powered by extraction of black hole spin energy through mechanisms akin to the Blandford-Znajek process. We briefly consider alternatives to a black hole for the central compact object. Analysis of existing EHT polarization data and data taken simultaneously at other wavelengths will soon enable new tests of the GRMHD models, as will future EHT campaigns at 230 and 345 GHz."
ANNE FENG,First M87 Event Horizon Telescope results. VI. The shadow and mass of the central black hole,"We present measurements of the properties of the central radio source in M87 using Event Horizon Telescope data obtained during the 2017 campaign. We develop and fit geometric crescent models (asymmetric rings with interior brightness depressions) using two independent sampling algorithms that consider distinct representations of the visibility data. We show that the crescent family of models is statistically preferred over other comparably complex geometric models that we explore. We calibrate the geometric model parameters using general relativistic magnetohydrodynamic (GRMHD) models of the emission region and estimate physical properties of the source. We further fit images generated from GRMHD models directly to the data. We compare the derived emission region and black hole parameters from these analyses with those recovered from reconstructed images. There is a remarkable consistency among all methods and data sets. We find that >50% of the total flux at arcsecond scales comes from near the horizon, and that the emission is dramatically suppressed interior to this region by a factor >10, providing direct evidence of the predicted shadow of a black hole. Across all methods, we measure a crescent diameter of 42 ± 3 μas and constrain its fractional width to be <0.5. Associating the crescent feature with the emission surrounding the black hole shadow, we infer an angular gravitational radius of GM/Dc^2 = 3.8 ± 0.4 μas. Folding in a distance measurement of {16.8}_{-0.7}^{+0.8}{Mpc} gives a black hole mass of M = 6.5 ± 0.2{| }_{stat} ± 0.7{| }_{sys} × {10}^{9} {M}_{odot }. This measurement from lensed emission near the event horizon is consistent with the presence of a central Kerr black hole, as predicted by the general theory of relativity."
ANNE FENG,The Event Horizon general relativistic magnetohydrodynamic code comparison project,"Recent developments in compact object astrophysics, especially the discovery of merging neutron stars by LIGO, the imaging of the black hole in M87 by the Event Horizon Telescope, and high- precision astrometry of the Galactic Center at close to the event horizon scale by the GRAVITY experiment motivate the development of numerical source models that solve the equations of general relativistic magnetohydrodynamics (GRMHD). Here we compare GRMHD solutions for the evolution of a magnetized accretion flow where turbulence is promoted by the magnetorotational instability from a set of nine GRMHD codes: Athena++, BHAC, Cosmos++, ECHO, H-AMR, iharm3D, HARM-Noble, IllinoisGRMHD, and KORAL. Agreement among the codes improves as resolution increases, as measured by a consistently applied, specially developed set of code performance metrics. We conclude that the community of GRMHD codes is mature, capable, and consistent on these test problems."
ANNE FENG,“Chongdu dunhuang mogaoku 209ku shanshui yu weishengyuan tuxiang 重讀敦煌莫高窟209 窟山水與未生怨圖像.” [Rethinking Landscape Imagery and the Ajātaśatru Narrative in Mogao Cave 209].,
ANNE FENG,Verification of radiative transfer schemes for the EHT,"The Event Horizon Telescope (EHT) Collaboration has recently produced the first resolved images of the central supermassive black hole in the giant elliptical galaxy M87. Here we report on tests of the consistency and accuracy of the general relativistic radiative transfer codes used within the collaboration to model M87* and Sgr A*. We compare and evaluate (1) deflection angles for equatorial null geodesics in a Kerr spacetime; (2) images calculated from a series of simple, parameterized matter distributions in the Kerr metric using simplified emissivities and absorptivities; (3) for a subset of codes, images calculated from general relativistic magnetohydrodynamics simulations using different realistic synchrotron emissivities and absorptivities; (4) observables for the 2017 configuration of EHT, including visibility amplitudes and closure phases. The error in total flux is of order 1% when the codes are run with production numerical parameters. The dominant source of discrepancies for small camera distances is the location and detailed setup of the software ""camera"" that each code uses to produce synthetic images. We find that when numerical parameters are suitably chosen and the camera is sufficiently far away the images converge and that for given transfer coefficients, numerical uncertainties are unlikely to limit parameter estimation for the current generation of EHT observations. The purpose of this paper is to describe a verification and comparison of EHT radiative transfer codes. It is not to verify EHT models more generally."
ANNE FENG,Monitoring the mmorphology of M87* in 2009–2017 with the Event Horizon Telescope,"The Event Horizon Telescope (EHT) has recently delivered the first resolved images of M87*, the supermassive black hole in the center of the M87 galaxy. These images were produced using 230 GHz observations performed in April 2017. Additional observations are required to investigate the persistence of the primary image feature – a ring with azimuthal brightness asymmetry – and to quantify the image variability on event horizon scales. To address this need, we analyze M87* data collected with prototype EHT arrays in 2009, 2011, 2012, and 2013. While these observations do not contain enough information to produce images, they are sufficient to constrain simple geometric models. We develop a modeling approach based on the framework utilized for the 2017 EHT data analysis and validate our procedures using synthetic data. Applying the same approach to the observational data sets, we find the M87* morphology in 2009–2017 to be consistent with a persistent asymmetric ring of 40 as diameter. The position angle of peak intensity varies in time. In particular, we find a significant difference between the position angle measured in 2013 and 2017. These variations are in broad agreement with predictions of a subset of general relativistic magnetohydrodynamic simulations. We show that quantifying the variability across multiple observational epochs has the potential to constrain physical properties of the source, such as the accretion state or the black hole spin."
ANNE FENG,THEMIS: a parameter estimation framework for the Event Horizon Telescope,"The Event Horizon Telescope (EHT) provides the unprecedented ability to directly resolve the structure and dynamics of black hole emission regions on scales smaller than their horizons. This has the potential to critically probe the mechanisms by which black holes accrete and launch outflows, and the structure of supermassive black hole spacetimes. However, accessing this information is a formidable analysis challenge for two reasons. First, the EHT natively produces a variety of data types that encode information about the image structure in nontrivial ways; these are subject to a variety of systematic effects associated with very long baseline interferometry and are supplemented by a wide variety of auxiliary data on the primary EHT targets from decades of other observations. Second, models of the emission regions and their interaction with the black hole are complex, highly uncertain, and computationally expensive to construct. As a result, the scientific utilization of EHT observations requires a flexible, extensible, and powerful analysis framework. We present such a framework, Themis, which defines a set of interfaces between models, data, and sampling algorithms that facilitates future development. We describe the design and currently existing components of Themis, how Themis has been validated thus far, and present additional analyses made possible by Themis that illustrate its capabilities. Importantly, we demonstrate that Themis is able to reproduce prior EHT analyses, extend these, and do so in a computationally efficient manner that can efficiently exploit modern high-performance computing facilities. Themis has already been used extensively in the scientific analysis and interpretation of the first EHT observations of M87."
ANNE FENG,First Sagittarius A* Event Horizon Telescope results. V. Testing astrophysical models of the galactic center black hole,"In this paper we provide a first physical interpretation for the Event Horizon Telescope's (EHT) 2017 observations of Sgr A*. Our main approach is to compare resolved EHT data at 230 GHz and unresolved non-EHT observations from radio to X-ray wavelengths to predictions from a library of models based on time-dependent general relativistic magnetohydrodynamics simulations, including aligned, tilted, and stellar-wind-fed simulations; radiative transfer is performed assuming both thermal and nonthermal electron distribution functions. We test the models against 11 constraints drawn from EHT 230 GHz data and observations at 86 GHz, 2.2 μm, and in the X-ray. All models fail at least one constraint. Light-curve variability provides a particularly severe constraint, failing nearly all strongly magnetized (magnetically arrested disk (MAD)) models and a large fraction of weakly magnetized models. A number of models fail only the variability constraints. We identify a promising cluster of these models, which are MAD and have inclination i ≤ 30°. They have accretion rate (5.2–9.5) × 10−9 M ⊙ yr−1, bolometric luminosity (6.8–9.2) × 1035 erg s−1, and outflow power (1.3–4.8) × 1038 erg s−1. We also find that all models with i ≥ 70° fail at least two constraints, as do all models with equal ion and electron temperature; exploratory, nonthermal model sets tend to have higher 2.2 μm flux density; and the population of cold electrons is limited by X-ray constraints due to the risk of bremsstrahlung overproduction. Finally, we discuss physical and numerical limitations of the models, highlighting the possible importance of kinetic effects and duration of the simulations."
ANNE FENG,First M87 Event Horizon Telescope results. VII. Polarization of the ring,"In 2017 April, the Event Horizon Telescope (EHT) observed the near-horizon region around the supermassive black hole at the core of the M87 galaxy. These 1.3 mm wavelength observations revealed a compact asymmetric ring-like source morphology. This structure originates from synchrotron emission produced by relativistic plasma located in the immediate vicinity of the black hole. Here we present the corresponding linear-polarimetric EHT images of the center of M87. We find that only a part of the ring is significantly polarized. The resolved fractional linear polarization has a maximum located in the southwest part of the ring, where it rises to the level of ∼15%. The polarization position angles are arranged in a nearly azimuthal pattern. We perform quantitative measurements of relevant polarimetric properties of the compact emission and find evidence for the temporal evolution of the polarized source structure over one week of EHT observations. The details of the polarimetric data reduction and calibration methodology are provided. We carry out the data analysis using multiple independent imaging and modeling techniques, each of which is validated against a suite of synthetic data sets. The gross polarimetric structure and its apparent evolution with time are insensitive to the method used to reconstruct the image. These polarimetric images carry information about the structure of the magnetic fields responsible for the synchrotron emission. Their physical interpretation is discussed in an accompanying publication."
ANNE FENG,First M87 Event Horizon Telescope results. VIII. Magnetic field structure near The Event Horizon,"Event Horizon Telescope (EHT) observations at 230 GHz have now imaged polarized emission around the supermassive black hole in M87 on event-horizon scales. This polarized synchrotron radiation probes the structure of magnetic fields and the plasma properties near the black hole. Here we compare the resolved polarization structure observed by the EHT, along with simultaneous unresolved observations with the Atacama Large Millimeter/submillimeter Array, to expectations from theoretical models. The low fractional linear polarization in the resolved image suggests that the polarization is scrambled on scales smaller than the EHT beam, which we attribute to Faraday rotation internal to the emission region. We estimate the average density n_e ∼ 10^4–7 cm^−3, magnetic field strength B ∼ 1–30 G, and electron temperature T_e ∼ (1–12) × 10^10 K of the radiating plasma in a simple one-zone emission model. We show that the net azimuthal linear polarization pattern may result from organized, poloidal magnetic fields in the emission region. In a quantitative comparison with a large library of simulated polarimetric images from general relativistic magnetohydrodynamic (GRMHD) simulations, we identify a subset of physical models that can explain critical features of the polarimetric EHT observations while producing a relativistic jet of sufficient power. The consistent GRMHD models are all of magnetically arrested accretion disks, where near-horizon magnetic fields are dynamically important. We use the models to infer a mass accretion rate onto the black hole in M87 of (3–20) × 10^−4 M ⊙ yr^−1."
ANNE FENG,Resolving the inner parsec of the blazar J1924–2914 with the event horizon telescope,"The blazar J1924–2914 is a primary Event Horizon Telescope (EHT) calibrator for the Galactic center’s black hole Sagittarius A*. Here we present the first total and linearly polarized intensity images of this source obtained with the unprecedented 20 μas resolution of the EHT. J1924–2914 is a very compact flat-spectrum radio source with strong optical variability and polarization. In April 2017 the source was observed quasi-simultaneously with the EHT (April 5–11), the Global Millimeter VLBI Array (April 3), and the Very Long Baseline Array (April 28), giving a novel view of the source at four observing frequencies, 230, 86, 8.7, and 2.3 GHz. These observations probe jet properties from the subparsec to 100 pc scales. We combine the multifrequency images of J1924–2914 to study the source morphology. We find that the jet exhibits a characteristic bending, with a gradual clockwise rotation of the jet projected position angle of about 90° between 2.3 and 230 GHz. Linearly polarized intensity images of J1924–2914 with the extremely fine resolution of the EHT provide evidence for ordered toroidal magnetic fields in the blazar compact core."
